"yearend","entityid","entityname","bundleguid","filename","lastmodified","cwguid","Entity","Parent Name","Type","Consolidation File Name","Contribution to Parent Entity - Current Year (%)","Contribution to Parent Entity - Prior Year 1 (%)","Contribution to Parent Entity - Prior Year 2 (%)","Contribution to Parent Entity - Prior Year 3 (%)","Contribution to Parent Entity - Prior Year 4 (%)","Contribution to Parent Entity - Budget (%)","Contribution to Parent Entity - Forecast Balance (%)","Consolidation File Location","Extended Description","Type of Consolidation","Consolidation Abbreviated File Name","Include Prior Year Balances","Include Budget Balances","Exclude Zero Balance Accounts","Apply Foreign Exchange","Include Forecast Balance","Enable Account Synchronization","Include Custom Balances","Unmap new external accounts"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","B080iKcC0PDMztbbDNjSa7","Child","Remy Desjardins","C","description 685","100","100","100","100","100","100","100","","","External","D000685","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","LJqTgdHhUYGBatDylVlTmH","Child","Remy Desjardins","C","description 779","100","100","100","100","100","100","100","","","External","D000779","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","G3IUm0N7U4aPh9nITQ0lOC","Child","Remy Desjardins","C","description 873","100","100","100","100","100","100","100","","","External","D000873","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","H5hCymQgkyOJXCYntMhuW5","Child","Remy Desjardins","C","description 967","100","100","100","100","100","100","100","","","External","D000967","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","Ft07s8pQU1nJXs0JEqvzGk","Child","Remy Desjardins","C","description 28","100","100","100","100","100","100","100","","","External","D000028","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","JU-3lRIZ0u1OUaPyHhLaaw","Child","Remy Desjardins","C","description 122","100","100","100","100","100","100","100","","","External","D000122","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","IDfQdJMkkGrB1jtxxM40Cv","Child","Remy Desjardins","C","description 216","100","100","100","100","100","100","100","","","External","D000216","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","FIztSb1PULNNRgpnUWdY+K","Child","Remy Desjardins","C","description 310","100","100","100","100","100","100","100","","","External","D000310","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","Meir-61aEDhG65K9eFnQml","Child","Remy Desjardins","C","description 404","100","100","100","100","100","100","100","","","External","D000404","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","MZ8irp3UkN9LH1CmkoYQ+9","Child","Remy Desjardins","C","description 498","100","100","100","100","100","100","100","","","External","D000498","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","NtwY9+iXkUPDj8FGLWFtKp","Child","Remy Desjardins","C","description 592","100","100","100","100","100","100","100","","","External","D000592","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","Ps7xJ6q9kiHKcqP7CcwPaO","Child","Remy Desjardins","C","description 686","100","100","100","100","100","100","100","","","External","D000686","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","ClcpUtLY0BtMtbeEHETISk","Child","Remy Desjardins","C","description 780","100","100","100","100","100","100","100","","","External","D000780","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","PFG7Y3Ab0AfCskSvfQfZSc","Child","Remy Desjardins","C","description 874","100","100","100","100","100","100","100","","","External","D000874","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","KcuSJhmKk3BHQby8YVt-ii","Child","Remy Desjardins","C","description 968","100","100","100","100","100","100","100","","","External","D000968","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","Cl3DrQu8EHnJOY4f-6WJGe","Child","Remy Desjardins","C","description 29","100","100","100","100","100","100","100","","","External","D000029","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","EeUhDc5WUtQAJbecLdoJqg","Child","Remy Desjardins","C","description 123","100","100","100","100","100","100","100","","","External","D000123","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","LO-oGCMO0i8Ic6vwoEid2h","Child","Remy Desjardins","C","description 217","100","100","100","100","100","100","100","","","External","D000217","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","FqHQV4ROkDVIJheMXLRVmj","Child","Remy Desjardins","C","description 311","100","100","100","100","100","100","100","","","External","D000311","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","PyWKvpBsEEaMR6K4pXpnOo","Child","Remy Desjardins","C","description 405","100","100","100","100","100","100","100","","","External","D000405","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","Is6ogG7S0VZAzzMRqObjS3","Child","Remy Desjardins","C","description 499","100","100","100","100","100","100","100","","","External","D000499","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","CdyVW2AJ0E7CAfhby6Gvik","Child","Remy Desjardins","C","description 593","100","100","100","100","100","100","100","","","External","D000593","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","D81B0qnNEXXBjILuRh7gam","Child","Remy Desjardins","C","description 687","100","100","100","100","100","100","100","","","External","D000687","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","BVqyCRyt0O9KlWfYMB3I2w","Child","Remy Desjardins","C","description 781","100","100","100","100","100","100","100","","","External","D000781","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","P7qnWQ9l0KRIRBxOOD-BC8","Child","Remy Desjardins","C","description 875","100","100","100","100","100","100","100","","","External","D000875","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","DKpvwNSCUqEHWjdJy+l1mn","Child","Remy Desjardins","C","description 969","100","100","100","100","100","100","100","","","External","D000969","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","GI1CynLxkGQCUZQ6TuTsed","Child","Remy Desjardins","C","description 30","100","100","100","100","100","100","100","","","External","D000030","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","PaaV-PCY0M-Ilg0lNLyeW1","Child","Remy Desjardins","C","description 124","100","100","100","100","100","100","100","","","External","D000124","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","HnqZt07sEmpEIt-Rki3B2G","Child","Remy Desjardins","C","description 218","100","100","100","100","100","100","100","","","External","D000218","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","CNjvqMOlkN-HczdAr0yCSE","Child","Remy Desjardins","C","description 312","100","100","100","100","100","100","100","","","External","D000312","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","ObDG-wq1UuBJE767kHl8CC","Child","Remy Desjardins","C","description 406","100","100","100","100","100","100","100","","","External","D000406","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","GqlTMovKkxqLejITeYaLGo","Child","Remy Desjardins","C","description 500","100","100","100","100","100","100","100","","","External","D000500","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","F4Lz89E7E9gMPh2S+NaGqt","Child","Remy Desjardins","C","description 594","100","100","100","100","100","100","100","","","External","D000594","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","LRI04xtWU8pBzZPTr0apGQ","Child","Remy Desjardins","C","description 688","100","100","100","100","100","100","100","","","External","D000688","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","Id9vh8CDE58OYv+UICeuqV","Child","Remy Desjardins","C","description 782","100","100","100","100","100","100","100","","","External","D000782","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","MlZRymA90puK+C+UG4NGGW","Child","Remy Desjardins","C","description 876","100","100","100","100","100","100","100","","","External","D000876","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","MO8Asz6T04cIpeVuXKmueL","Child","Remy Desjardins","C","description 970","100","100","100","100","100","100","100","","","External","D000970","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","LAELdSeh0G1DBTdml6KjSa","Child","Remy Desjardins","C","description 31","100","100","100","100","100","100","100","","","External","D000031","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","JPbj+uJL0SfDHkct3lj3ut","Child","Remy Desjardins","C","description 125","100","100","100","100","100","100","100","","","External","D000125","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","MnvLYLfNkFtN+llCrPdD27","Child","Remy Desjardins","C","description 219","100","100","100","100","100","100","100","","","External","D000219","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","KTbugisG0PbNExFUbhP0ep","Child","Remy Desjardins","C","description 313","100","100","100","100","100","100","100","","","External","D000313","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","GvJq4Xu50tqK8azEmOytKB","Child","Remy Desjardins","C","description 407","100","100","100","100","100","100","100","","","External","D000407","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","MbqmgjxxkkXCfLHb3df+a5","Child","Remy Desjardins","C","description 501","100","100","100","100","100","100","100","","","External","D000501","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","KvOIWCWoEuwM7oN-qu7naF","Child","Remy Desjardins","C","description 595","100","100","100","100","100","100","100","","","External","D000595","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","ARyxmYyHkcgCvQGq8h7Duh","Child","Remy Desjardins","C","description 689","100","100","100","100","100","100","100","","","External","D000689","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","KXWfYyfTE4xDLacW3ZojCg","Child","Remy Desjardins","C","description 783","100","100","100","100","100","100","100","","","External","D000783","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","Kdrr6ITnUH0M3zy7cuiJyN","Child","Remy Desjardins","C","description 877","100","100","100","100","100","100","100","","","External","D000877","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","GApTtuiDEACKmU6tfwcuar","Child","Remy Desjardins","C","description 971","100","100","100","100","100","100","100","","","External","D000971","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","JfkXpIx8U-gAjXssXhR5CP","Child","Remy Desjardins","C","description 32","100","100","100","100","100","100","100","","","External","D000032","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","CfJOX-HpEDrN6mzSbezfqA","Child","Remy Desjardins","C","description 126","100","100","100","100","100","100","100","","","External","D000126","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","NKhFSF5Mk4UJvqe9NJF2in","Child","Remy Desjardins","C","description 220","100","100","100","100","100","100","100","","","External","D000220","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","P3ypuEsLE1fE0djB9T0W+V","Child","Remy Desjardins","C","description 314","100","100","100","100","100","100","100","","","External","D000314","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","NUqoLtf1UHmHmEtCkwklGh","Child","Remy Desjardins","C","description 408","100","100","100","100","100","100","100","","","External","D000408","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","Kt5n+rVY0wjPujraVtqGmd","Child","Remy Desjardins","C","description 502","100","100","100","100","100","100","100","","","External","D000502","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","OH74TAsuUVJOrs5aHlqu6g","Child","Remy Desjardins","C","description 596","100","100","100","100","100","100","100","","","External","D000596","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","NzQ8Bv5d0ANEhQaNbvIlq+","Child","Remy Desjardins","C","description 690","100","100","100","100","100","100","100","","","External","D000690","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","LsRfOlOLE6ZON482Iz+0a8","Child","Remy Desjardins","C","description 784","100","100","100","100","100","100","100","","","External","D000784","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","FIY5qbOSk90PvWt5f4PuGO","Child","Remy Desjardins","C","description 878","100","100","100","100","100","100","100","","","External","D000878","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","IGZVA8X9kvcDevTQH3juud","Child","Remy Desjardins","C","description 972","100","100","100","100","100","100","100","","","External","D000972","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","E9iVTto+kBVGQhKr6sn-Og","Child","Remy Desjardins","C","description 33","100","100","100","100","100","100","100","","","External","D000033","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","NIJb+6x3077JJJLK+Xu26N","Child","Remy Desjardins","C","description 127","100","100","100","100","100","100","100","","","External","D000127","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","Hzai2IO1k3QBTx0k-KjeK3","Child","Remy Desjardins","C","description 221","100","100","100","100","100","100","100","","","External","D000221","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","D9NWmi6l0GyHl+5sPgxC2C","Child","Remy Desjardins","C","description 315","100","100","100","100","100","100","100","","","External","D000315","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","MoBr5S6tUC0AcHqTHPZJyC","Child","Remy Desjardins","C","description 409","100","100","100","100","100","100","100","","","External","D000409","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","MKuUPF1FELDG+n37MkU9+p","Child","Remy Desjardins","C","description 503","100","100","100","100","100","100","100","","","External","D000503","No","No","No","No","No","No","No","No"
